% Model:              Test1_updated.mph
% Version:            COMSOL 6.2.0.415
% Date:               Aug 4 2024, 11:00
% Dimension:          1
% Nodes:              1022
% Expressions:        1
% Description:        Function
% t                       int1(t)
9.930923661779748E-6      0
9.945644016365497E-6      0
9.960364370951244E-6      0
9.975084725536993E-6      0
9.989805080122743E-6      0
1.000452543470849E-5      0
1.0019245789294239E-5     0
1.0033966143879986E-5     0
1.0048686498465734E-5     0
1.0063406853051485E-5     0
1.0078127207637232E-5     0
1.009284756222298E-5      0
1.0107567916808729E-5     0
1.0122288271394476E-5     0
1.0137008625980226E-5     0
1.0151728980565975E-5     0
1.0166449335151722E-5     0
1.018116968973747E-5      0
1.019589004432322E-5      0
1.0210610398908968E-5     0
1.0225330753494717E-5     0
1.0240051108080464E-5     0
1.0254771462666212E-5     0
1.0269491817251961E-5     0
1.028421217183771E-5      0
1.0298932526423458E-5     0
1.0313652881009207E-5     0
1.0328373235594954E-5     0
1.0343E-5                 0
1.0357813944766451E-5     0
1.03725342993522E-5       0
1.0387254653937949E-5     0
1.0401975008523696E-5     0
1.0416695363109444E-5     0
1.0431415717695193E-5     0
1.0446136072280942E-5     0
1.046085642686669E-5      0
1.0475576781452439E-5     0
1.0490297136038186E-5     0
1.0505017490623935E-5     0
1.0519737845209683E-5     0
1.0534458199795432E-5     0
1.054917855438118E-5      0
1.0563898908966928E-5     0
1.0578619263552676E-5     0
1.0593339618138427E-5     0
1.0608059972724174E-5     0
1.0622780327309922E-5     0
1.0637500681895671E-5     0
1.0652221036481418E-5     0
1.0666941391067168E-5     0
1.0681661745652915E-5     0
1.0696382100238664E-5     0
1.0711102454824413E-5     0
1.072582280941016E-5      0
1.074054316399591E-5      0
1.0755263518581659E-5     0
1.0769983873167406E-5     0
1.0784704227753154E-5     0
1.0799424582338903E-5     0
1.0814144936924652E-5     0
1.08288652915104E-5       0
1.0843585646096147E-5     0
1.0858306000681896E-5     0
1.0873E-5                 0
1.0887746709853392E-5     0
1.0902467064439142E-5     0
1.091718741902489E-5      0
1.0931907773610638E-5     0
1.0946628128196386E-5     0
1.0961348482782135E-5     0
1.0976068837367884E-5     0
1.0990789191953632E-5     0
1.100550954653938E-5      0
1.1020229901125128E-5     0
1.1034950255710877E-5     0
1.1049670610296625E-5     0
1.1064390964882374E-5     0
1.1079111319468123E-5     0
1.109383167405387E-5      0
1.1108552028639618E-5     0
1.1123E-5                 0
1.1137992737811116E-5     0
1.1152713092396864E-5     0
1.1167433446982611E-5     0
1.118215380156836E-5      0
1.119687415615411E-5      0
1.1211594510739857E-5     0
1.1226314865325606E-5     0
1.1241035219911355E-5     0
1.1255755574497101E-5     0
1.1270475929082852E-5     0
1.12851962836686E-5       0
1.1299916638254347E-5     0
1.1314636992840096E-5     0
1.1329357347425843E-5     0
1.1344077702011594E-5     0
1.1358798056597342E-5     0
1.1373518411183089E-5     0
1.1388238765768838E-5     0
1.1402959120354586E-5     0
1.1417679474940333E-5     0
1.1432399829526084E-5     0
1.1447120184111832E-5     0
1.146184053869758E-5      0
1.1476560893283328E-5     0
1.1491281247869075E-5     0
1.1506001602454825E-5     0
1.1520721957040574E-5     0
1.1535442311626321E-5     0
1.155016266621207E-5      0
1.1564883020797818E-5     0
1.1579603375383567E-5     0
1.1594323729969316E-5     0
1.1609044084555064E-5     0
1.1623764439140811E-5     0
1.163848479372656E-5      0
1.1653E-5                 0
1.1667925502898057E-5     0
1.1682645857483806E-5     0
1.1697366212069553E-5     0
1.1712086566655302E-5     0
1.1726806921241052E-5     0
1.1741527275826799E-5     0
1.1756247630412548E-5     0
1.1770967984998296E-5     0
1.1785688339584043E-5     0
1.1800408694169794E-5     0
1.181512904875554E-5      0
1.182984940334129E-5      0
1.1844569757927038E-5     0
1.1859290112512785E-5     0
1.1874010467098534E-5     0
1.1888730821684284E-5     0
1.1903451176270031E-5     0
1.191817153085578E-5      0
1.1932891885441528E-5     0
1.1947612240027275E-5     0
1.1962332594613026E-5     0
1.1977052949198773E-5     0
1.1991773303784521E-5     0
